Cidade,date,SO2,NO2,O3,CO,PM2.5,PM10,rh_sensor
Rio Branco do Sul,2024-01-16T21:00:00Z,325.90180000000004,163.16676666666666,0,0.6756249999999999,7.7625,85.33166666666666,53.528333333333336
Rio Branco do Sul,2024-01-16T22:00:00Z,262.58295,118.70163333333333,0,0.5912916666666667,6.788333333333333,56.1425,58.41916666666667
Rio Branco do Sul,2024-01-16T23:00:00Z,146.72655,99.99406666666665,0,0.3545833333333333,5.675,42.86833333333333,60.57666666666667
Rio Branco do Sul,2024-01-17T00:00:00Z,102.27606666666668,90.72566666666665,0,0.2597083333333333,3.915,28.4425,61.524166666666666
Rio Branco do Sul,2024-01-17T01:00:00Z,112.98750000000001,88.3365,0,0.24820833333333334,7.314166666666667,63.98416666666667,62.95166666666667
Rio Branco do Sul,2024-01-17T02:00:00Z,95.95750000000001,83.002,0,0.22424999999999998,14.005,124.875,63.965833333333336
Rio Branco do Sul,2024-01-17T03:00:00Z,73.17223333333334,74.96343333333333,0,0.16483333333333333,13.453333333333333,107.39833333333334,64.7225
Rio Branco do Sul,2024-01-17T04:00:00Z,65.0284,73.6866,0,0.11931249999999999,23.5375,197.39875,64.94375
Rio Branco do Sul,2024-01-17T05:00:00Z,57.647485714285715,72.02548571428571,0,0.08214285714285713,26.304285714285715,224.59714285714284,65.07428571428571
Rio Branco do Sul,2024-01-17T06:00:00Z,35.60275824561281,70.54808212451705,1.1574506021505375,0.036582203661034304,4.492876836335707,33.71553739584788,57.26636783386864
Rio Branco do Sul,2024-01-17T07:00:00Z,73.84033333333333,73.15706666666667,0,0.12266666666666666,19.211666666666666,133.4,65.22
Rio Branco do Sul,2024-01-17T08:00:00Z,46.86286802120175,73.55455321874204,1.2494129956427016,0.04938287626498411,4.769555020324628,35.97905350658782,57.475562553640984
Rio Branco do Sul,2024-01-17T09:00:00Z,102.14506666666666,72.756,0,0.3009166666666666,14.311666666666667,90.69,64.83333333333333
Rio Branco do Sul,2024-01-17T10:00:00Z,88.78961666666667,58.31916666666667,0,0.40441666666666665,8.193333333333333,46.8675,60.719166666666666
Rio Branco do Sul,2024-01-17T11:00:00Z,0,46.65376666666666,0,0.017249999999999998,2.6883333333333335,29.473333333333333,53.68416666666667
Rio Branco do Sul,2024-01-17T12:00:00Z,26.50348333333333,30.258599999999998,0,0.11883333333333332,2.9683333333333333,36.68833333333333,46.975
Rio Branco do Sul,2024-01-17T13:00:00Z,2.7248,57.26166666666667,0,0.11116666666666665,2.7716666666666665,37.846666666666664,43.375
Rio Branco do Sul,2024-01-17T14:00:00Z,75.41233333333334,76.65856666666666,0.3119666666666666,0.14183333333333334,2.8275,37.83083333333334,45.43083333333333
Rio Branco do Sul,2024-01-17T15:00:00Z,335.99098333333336,183.79193333333333,0,0.37087499999999995,1.9558333333333333,10.280833333333334,63.03916666666667
Rio Branco do Sul,2024-01-17T16:00:00Z,134.96493333333333,112.74986666666665,0,0.28079166666666666,2.5858333333333334,11.724166666666667,62.721666666666664
Rio Branco do Sul,2024-01-17T17:00:00Z,112.07705000000001,105.39123333333333,0,0.33829166666666666,2.8858333333333333,29.875,66.04166666666667
Rio Branco do Sul,2024-01-17T18:00:00Z,98.39846666666666,107.03936666666667,0,0.2635416666666667,6.509166666666666,57.291666666666664,67.67916666666666
Rio Branco do Sul,2024-01-17T19:00:00Z,42.98328333333333,81.357,0,0.22520833333333332,4.610833333333334,33.585,64.39083333333333
Rio Branco do Sul,2024-01-17T20:00:00Z,37.62975,76.79173333333333,0,0.2836666666666667,2.495833333333333,19.110833333333332,61.763333333333335
Rio Branco do Sul,2024-01-17T21:00:00Z,144.2441,94.17703333333333,0,0.4063333333333333,3.0233333333333334,24.608333333333334,64.14583333333333
Rio Branco do Sul,2024-01-17T22:00:00Z,102.79788333333333,93.5817,0,0.3287083333333333,1.9975,8.281666666666666,66.10083333333334
Rio Branco do Sul,2024-01-17T23:00:00Z,84.56268333333333,87.72863333333333,0,0.26066666666666666,1.4508333333333334,6.661666666666666,67.96833333333333
Rio Branco do Sul,2024-01-18T00:00:00Z,36.29573333333334,72.93929999999999,0,0.11883333333333332,1.0583333333333333,4.238333333333333,67.39999999999999
Rio Branco do Sul,2024-01-18T01:00:00Z,47.28226666666667,73.05836666666666,0,0.11212499999999999,1.5375,6.708333333333333,67.46333333333334
Rio Branco do Sul,2024-01-18T02:00:00Z,88.05165000000001,76.22773333333333,0,0.37087499999999995,4.63,29.164166666666667,67.32
Rio Branco do Sul,2024-01-18T03:00:00Z,51.434966666666675,75.4303,0,0.048875,9.240833333333333,76.955,66.91333333333333
Rio Branco do Sul,2024-01-18T04:00:00Z,30.58195,71.2849,0,0.0067083333333333335,7.441666666666666,57.115,66.91416666666666
Rio Branco do Sul,2024-01-18T05:00:00Z,48.1818,74.83183333333334,0,0.034499999999999996,9.508333333333333,77.32083333333334,66.81333333333333
Rio Branco do Sul,2024-01-18T06:00:00Z,57.220800000000004,75.1812,0,0.09085,16.454,106.269,66.057
Rio Branco do Sul,2024-01-18T07:00:00Z,7.517216666666667,65.84073333333333,0,0.003833333333333333,1.67,10.79,64.81
