Cidade,sample_day,SO2,NO2,O3,CO,PM10,PM2.5,AQI_SO2,AQI_NO2,AQI_O3,AQI_CO,AQI_PM25,AQI_PM10,AQI,AQI_Qualidade
Rio Branco do Sul,2023-08-15,44.03,41.06666666666666,0,0.07703472222222223,21.915542824074073,2.3917337962962963,61,39,0,1,13,20,61,Moderada
Rio Branco do Sul,2023-08-16,69.30083333333333,51.185,0.051272714894038424,0.27062372808972074,17.277904319956097,1.9209323019822406,93,48,0,3,11,16,93,Moderada
Rio Branco do Sul,2023-08-17,65.65166666666667,51.62166666666666,0.0965814393939394,0.39503787878787877,60.35818308080808,4.42290382996633,88,49,0,4,25,54,88,Moderada
Rio Branco do Sul,2023-08-18,99.063,71.255,0.2785541422386993,0.4205833333333333,52.44032119255176,6.8848097111521875,111,69,0,5,38,49,111,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-19,75.13545454545455,62.51909090909091,0.1190625,0.3402746212121212,23.924005681818183,2.6248800505050505,100,60,0,4,15,22,100,Moderada
Rio Branco do Sul,2023-08-20,71.03083333333333,57.015,0,0.2998958333333333,32.490625,4.344319444444444,95,54,0,3,24,30,95,Moderada
Rio Branco do Sul,2023-08-21,63.641666666666666,53.450833333333335,0,0.3855208333333333,25.89090277777778,4.868248106060606,86,50,0,4,27,24,86,Moderada
Rio Branco do Sul,2023-08-22,100.68083333333333,69.22416666666666,0.22796117032208088,0.3912840916317479,62.36451579252671,8.39755280519544,112,67,0,4,47,55,112,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-23,84.78777777777778,65.60111111111111,0.6232291666666667,0.4049242424242424,57.71287608033734,6.620881262657514,105,63,1,5,37,52,105,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-24,88.865,70.455,3.7316666666666665,0.546231737012987,55.894269841124476,6.598185393141076,107,69,3,6,37,51,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-25,130.975,94.60333333333334,2.3545833333333333,0.5307765151515151,34.39988320707071,4.4267676767676765,126,94,2,6,25,32,126,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-26,16.455833333333334,43.395833333333336,0,0.0196875,9.478194444444444,1.4604166666666667,24,41,0,0,8,9,41,Boa
Rio Branco do Sul,2023-08-27,34.119166666666665,48.735,0,0.008854166666666668,9.361597222222223,1.601736111111111,49,46,0,0,9,9,49,Boa
Rio Branco do Sul,2023-08-28,20.218333333333334,42.281666666666666,0,0.013020833333333334,8.575972222222223,1.5540625,29,40,0,0,9,8,40,Boa
Rio Branco do Sul,2023-08-29,33.25083333333333,48.19916666666667,0,0.03958333333333333,19.29114583333333,2.1588541666666665,48,45,0,0,12,18,48,Boa
Rio Branco do Sul,2023-08-30,48.17916666666667,50.791666666666664,0,0.109375,32.716458333333335,3.595277777777778,66,48,0,1,20,30,66,Moderada
Rio Branco do Sul,2023-08-31,99.75166666666667,73.45083333333334,0.5153333333333333,0.21219318181818184,65.98122938914557,7.182897725200656,112,72,0,2,40,56,112,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-01,90.87833333333333,65.97083333333333,2.7293749999999997,0.4348958333333333,68.20772002142,8.123750782012207,108,64,3,5,45,58,108,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-02,111.824,74.421,1.0276041666666667,0.4094027777777778,49.520826388888885,6.6015648148148145,117,73,1,5,37,46,117,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-03,51.17272727272727,55.9375,0.04075787284610814,0.4627651515151515,20.25497762566727,2.267136258319265,70,53,0,5,13,19,70,Moderada
Rio Branco do Sul,2023-09-04,73.97636363636363,54.477777777777774,1.770486111111111,0.5246180555555555,20.828926767676766,3.352856691919192,99,52,2,6,19,19,99,Moderada
Rio Branco do Sul,2023-09-05,43.435,51.28583333333333,3.8191666666666664,0.28118055555555554,12.828049242424242,2.1292929292929292,60,48,4,3,12,12,60,Moderada
Rio Branco do Sul,2023-09-06,46.502,45.637,0.10400000000000001,0.036458333333333336,9.212569444444444,1.6836944444444444,64,43,0,0,9,9,64,Moderada
Rio Branco do Sul,2023-09-07,20.250833333333333,42.93666666666667,0,0.005625,9.89048611111111,1.251111111111111,29,41,0,0,7,9,41,Boa
Rio Branco do Sul,2023-09-08,29.641666666666666,40.51166666666666,0,0.013645833333333334,8.28892361111111,0.9186458333333334,42,38,0,0,5,8,42,Boa
Rio Branco do Sul,2023-09-09,63.93416666666667,64.42583333333333,0,0.24977272727272729,17.101718434343432,2.193991161616162,86,62,0,3,12,16,86,Moderada
Rio Branco do Sul,2023-09-10,45.721666666666664,44.579166666666666,0.005937499999999999,0.2601041666666667,16.656944444444445,3.2604166666666665,63,42,0,3,18,15,63,Moderada
Rio Branco do Sul,2023-09-11,92.20666666666666,59.11,0,0.31635416666666666,7.824791666666667,1.6911805555555555,108,56,0,4,9,7,108,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-12,113.72,76.872,3.2529166666666667,0.4034375,73.04646144189321,8.582023789809899,118,75,3,5,48,60,118,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-13,128.80666666666667,86.11333333333333,6.3751988636363635,0.40132643398268397,61.79420770489731,7.040231281757572,125,85,6,5,39,54,125,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-14,68.5675,59.74,4.1375,0.3149289772727273,24.26216856060606,3.2285905934343435,92,57,4,4,18,22,92,Moderada
Rio Branco do Sul,2023-09-15,104.74916666666667,77.56166666666667,0,0.19802083333333334,24.462291666666665,2.793715277777778,114,76,0,2,16,23,114,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-16,106.1,73.9375,0.0043749999999999995,0.2240625,25.24245486111111,3.051388888888889,115,72,0,3,17,23,115,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-17,117.02583333333334,74.78666666666668,1.4029166666666666,0.36624999999999996,28.771054292929293,5.542035984848485,119,73,1,4,31,27,119,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-18,145.05625,76.57875,6.515729166666667,0.4788162878787879,36.5674779040404,6.569891098484849,132,75,6,5,36,34,132,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-19,99.9625,74.12166666666667,8.245729166666667,0.332,70.14446296296296,8.130474537037037,112,72,8,4,45,58,112,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-20,97.611,68.509,6.416666666666667,0.200375,19.1504375,2.8931944444444446,111,66,6,2,16,18,111,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-21,54.865,53.87339279172833,0.013125000000000001,0.2992708333333333,32.16956261726004,4.165763571160252,75,51,0,3,23,30,75,Moderada
Rio Branco do Sul,2023-09-22,123.095,71.64,0.5667708333333333,0.3486458333333333,83.78331376262626,9.235054398148147,122,70,1,4,51,65,122,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-23,122.65416666666667,73.1425,6.023645833333333,0.24125,35.13652777777778,5.102392676767677,122,71,6,3,28,33,122,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-24,123.34666666666666,71.50166666666667,5.761527777777778,0.36260416666666667,35.46158153497103,4.697188376955647,122,70,5,4,26,33,122,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-25,76.39916666666666,55.59090909090909,6.120729166666667,0.2633712121212121,10.824851641414142,2.1018087121212123,101,53,6,3,12,10,101,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-26,67.24090909090908,60.87090909090909,0.0115625,0.0984469696969697,14.241016414141415,1.9221401515151515,90,58,0,1,11,13,90,Moderada
Rio Branco do Sul,2023-09-27,108.19800000000001,65.608,0.11927020724475418,0.38408333333333333,54.1690943822965,6.813596666353598,115,63,0,4,38,50,115,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-28,75.72,70.825,3.123125,0.24306506843920161,14.41641414141414,1.9752241161616162,101,69,3,3,11,13,101,Ruim para grupos sensíveis
Rio Branco do Sul,2023-09-29,16.719166666666666,43.94416666666667,0,9.375000000000001e-4,9.7421875,1.6086805555555554,24,41,0,0,9,9,41,Boa
Rio Branco do Sul,2023-09-30,30.514166666666668,47.541666666666664,0,0.015833333333333335,9.972152777777778,1.0635416666666666,44,45,0,0,6,9,45,Boa
Rio Branco do Sul,2023-10-01,42.67333333333333,45.678333333333335,0.051272714894038424,0.18041666666666667,12.5391120219763,1.5855244736994125,59,43,0,2,9,12,59,Moderada
Rio Branco do Sul,2023-10-02,74.04333333333334,60.8125,0.003645833333333333,0.07229166666666667,7.837729166666667,1.3896944444444446,99,58,0,1,8,7,99,Moderada
Rio Branco do Sul,2023-10-03,32.961666666666666,43.916666666666664,0,0.022916666666666665,9.8888541666666665,1.8005208333333333,47,41,0,0,10,9,47,Boa
Rio Branco do Sul,2023-10-04,91.01833333333333,64.77833333333334,0.7502083333333334,0.3459375,19.210770202020203,3.3769917929292927,108,62,1,4,19,18,108,Ruim para grupos sensíveis
Rio Branco do Sul,2023-10-05,40.821666666666665,61.16,0,0.2577083333333333,8.754152777777778,1.5984027777777778,57,59,0,3,9,8,59,Moderada
Rio Branco do Sul,2023-10-06,33.5375,55.575833333333335,0,0.08677083333333334,25.60904356060606,1.9174747474747476,48,53,0,1,11,24,53,Moderada
Rio Branco do Sul,2023-10-07,101.46125,70.51625,2.0464583333333333,0.7628854166666666,52.328147411616165,8.183458122895622,112,69,2,9,45,48,112,Ruim para grupos sensíveis
Rio Branco do Sul,2023-10-08,79.18583333333333,68.45,2.5986458333333333,0.24083333333333334,5.915243055555556,1.0785416666666667,102,66,2,3,6,5,102,Ruim para grupos sensíveis
Rio Branco do Sul,2023-10-09,44.96,60.833,1.3569791666666666,0.05395833333333333,5.5193991402116405,0.9644199735449736,62,58,1,1,5,5,62,Moderada
Rio Branco do Sul,2023-10-10,70.04,61.06916666666667,3.724375,0.08038194444444445,9.579502314814816,1.3518287037037038,94,59,3,1,8,9,94,Moderada
Rio Branco do Sul,2023-10-11,59.33083333333334,54.134166666666665,0.059062500000000004,0.0496875,5.203181818181818,0.8189141414141414,80,51,0,1,5,5,80,Moderada
Rio Branco do Sul,2023-10-12,141.1488888888889,87.35555555555555,7.2482291666666665,0.437042297979798,33.85185606060606,4.428668981481482,130,87,7,5,25,31,130,Ruim para grupos sensíveis
Rio Branco do Sul,2023-10-13,25.356666666666666,50.299166666666665,0,0.05354166666666667,4.295451388888889,0.7286111111111111,36,47,0,1,4,4,47,Boa
Rio Branco do Sul,2023-10-14,22.418333333333333,49.969166666666666,0,5.208333333333333e-4,6.211458333333333,0.9986111111111111,32,47,0,0,6,6,47,Boa
Rio Branco do Sul,2023-10-15,19.839166666666667,44.439166666666665,0,0.0015625,6.250625,1.1577083333333333,28,42,0,0,6,6,42,Boa
Rio Branco do Sul,2023-10-16,22.880833333333335,42.630833333333335,0,0.03091666666666667,5.057722222222222,1.2018055555555556,33,40,0,0,7,5,40,Boa
Rio Branco do Sul,2023-10-17,74.3190909090909,65.0909090909091,0.16364583333333332,0.14835227272727272,9.75577335858586,1.76166351010101,99,63,0,2,10,9,99,Moderada
Rio Branco do Sul,2023-10-18,59.53666666666667,54.882222222222225,0,0.4762026515151515,44.910743897306396,5.889647516835017,81,52,0,5,33,42,81,Moderada
Rio Branco do Sul,2023-10-19,28.446666666666665,47.69083333333333,0,0.024166666666666666,25.909305555555555,3.7480555555555557,41,45,0,0,21,24,45,Boa
Rio Branco do Sul,2023-10-20,22.765,47.880833333333335,0,0.008645833333333333,20.36607638888889,2.2814930555555555,33,45,0,0,13,19,45,Boa
Rio Branco do Sul,2023-10-21,44.67916666666667,58.237272727272725,0,0.04791666666666666,13.738415404040405,1.6527272727272728,62,56,0,1,9,13,62,Moderada
Rio Branco do Sul,2023-10-22,42.895,51.505,0.004479166666666667,0.023645833333333335,4.671666666666667,0.8963888888888889,60,49,0,0,5,4,60,Moderada
Rio Branco do Sul,2023-10-23,56.05,52.545833333333334,0,0.06385416666666667,7.3940625,0.8161805555555556,76,50,0,1,5,7,76,Moderada
Rio Branco do Sul,2023-10-24,112.02625,76.33125,0.4061458333333333,0.34652800324675326,63.172719132806975,8.2460402061222,117,75,0,4,46,55,117,Ruim para grupos sensíveis
Rio Branco do Sul,2023-10-25,91.65545454545455,79.96818181818182,0.23475378787878787,0.2686458333333333,33.05252170815296,4.883953995310245,108,79,0,3,27,31,108,Ruim para grupos sensíveis
Rio Branco do Sul,2023-10-26,43.02166666666667,51.22541666666667,0.14260416666666664,0.06791440217391305,14.270612922705315,2.07653759057971,60,48,0,1,12,13,60,Moderada
Rio Branco do Sul,2023-10-27,53.65416666666667,58.065,0.006822916666666667,0.21083333333333334,7.287916666666667,1.0906597222222223,73,55,0,2,6,7,73,Moderada
Rio Branco do Sul,2023-10-28,41.75333333333333,55.3075,0.08291666666666667,0.24375,5.699027777777778,1.0391666666666666,58,52,0,3,6,5,58,Moderada
Rio Branco do Sul,2023-10-29,36.55,58.75,0.01309137658227848,0.29208333333333336,5.710909536091399,1.2752797865921877,52,56,0,3,7,5,56,Moderada
Rio Branco do Sul,2023-10-30,54.2325,57.45,0,0.2969791666666667,12.664791666666666,2.970034722222222,74,55,0,3,17,12,74,Moderada
Rio Branco do Sul,2023-10-31,48.705,61.329166666666666,0.0896875,0.23708333333333334,14.410555555555556,1.915625,67,59,0,3,11,13,67,Moderada
Rio Branco do Sul,2023-11-01,36.979166666666664,51.899166666666666,0,0.13552083333333334,13.663125,1.8505902777777778,52,49,0,2,10,13,52,Moderada
Rio Branco do Sul,2023-11-02,32.391666666666666,47.096666666666664,0,0.01927083333333333,5.501464646464647,0.9870738636363636,46,44,0,0,5,5,46,Boa
Rio Branco do Sul,2023-11-03,59.439166666666665,59.57,0,0.18395833333333333,7.663819444444444,1.2942361111111111,80,57,0,2,7,7,80,Moderada
Rio Branco do Sul,2023-11-04,94.57333333333334,69.88666666666667,0,0.15660416666666666,11.475138888888889,1.4960694444444445,109,68,0,2,8,11,109,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-05,61.77583333333333,56.6375,0.4173958333333333,0.17635416666666667,7.460694444444444,1.468888888888889,83,54,0,2,8,7,83,Moderada
Rio Branco do Sul,2023-11-06,61.45166666666667,54.32333333333334,0,0.06645833333333333,13.7571875,2.266423611111111,83,51,0,1,13,13,83,Moderada
Rio Branco do Sul,2023-11-07,82.95083333333334,64.01,0,0.10364583333333334,19.5421875,2.7742708333333335,104,62,0,1,15,18,104,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-08,138.412,88.781,4.6165625,0.37632954545454544,39.025450126262626,5.324337752525253,129,88,4,4,30,36,129,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-09,45.82818181818182,55.32333333333333,5.6892708333333335,0.35257954545454545,79.10174815120288,8.671509286412512,63,52,5,4,48,63,63,Moderada
Rio Branco do Sul,2023-11-10,66.11090909090909,62.82545454545455,2.6953125,0.181875,15.828626893939393,2.840631313131313,89,60,2,2,16,15,89,Moderada
Rio Branco do Sul,2023-11-11,109.91,79.21000000000001,10.3346875,0.3217291666666667,27.697041666666667,3.3014444444444444,116,78,10,4,18,26,116,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-12,119.6211111111111,71.04777777777778,8.825208333333332,0.31805555555555554,16.901041666666668,2.824386574074074,121,69,8,4,16,16,121,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-13,59.733333333333334,65.57833333333333,5.941875,0.30180555555555555,42.77422727272727,5.557802398989899,81,63,6,3,31,40,81,Moderada
Rio Branco do Sul,2023-11-14,55.674166666666665,63.05583333333333,0.8436458333333333,0.32947916666666666,64.57014544506646,9.003857817143624,76,61,1,4,50,56,76,Moderada
Rio Branco do Sul,2023-11-15,63,58.77333333333333,0.8135416666666667,0.28979166666666667,15.216770833333333,2.6065277777777776,85,56,1,3,14,14,85,Moderada
Rio Branco do Sul,2023-11-16,69.2825,63.240833333333335,2.343020833333333,0.36833333333333335,28.771527777777777,4.313020833333333,93,61,2,4,24,27,93,Moderada
Rio Branco do Sul,2023-11-17,89.8575,75.34,7.5209375,0.35229166666666667,23.894719065656567,3.920659722222222,107,74,7,4,22,22,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-18,46.505,56.23083333333334,4.271164772727273,0.4864583333333333,16.519968434343433,3.907477904040404,64,53,4,6,22,15,64,Moderada
Rio Branco do Sul,2023-11-19,33.66916666666667,47.11,1.1148958333333334,0.5130208333333334,7.6738888888888885,2.582152777777778,48,44,1,6,14,7,48,Boa
Rio Branco do Sul,2023-11-20,21.00583333333333,48.884166666666665,1.1148958333333334,0.010416666666666666,12.094861111111111,2.116979166666667,30,46,1,0,12,11,46,Boa
Rio Branco do Sul,2023-11-21,95.602,78.05727272727273,3.007225378787879,0.23867424242424243,15.640775883838383,2.064792297979798,110,77,3,3,11,14,110,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-22,67.14166666666667,68.8075,3.3340625,0.25257575757575756,11.71888223190416,2.1068643202922455,90,67,3,3,12,11,90,Moderada
Rio Branco do Sul,2023-11-23,52.585,67.22166666666666,1.6055208333333333,0.241875,8.202881944444444,1.4338541666666667,72,65,1,3,8,8,72,Moderada
Rio Branco do Sul,2023-11-24,47.81666666666667,60.39416666666667,0.5926041666666666,0.11339661260126947,22.01699172499387,3.4234195074775142,66,58,1,1,19,20,66,Moderada
Rio Branco do Sul,2023-11-25,32.91583333333333,46.28916666666667,0,0.10666666666666667,11.817048611111112,2.2594444444444446,47,44,0,1,13,11,47,Boa
Rio Branco do Sul,2023-11-26,25.041666666666668,44.9775,0,0.0121875,4.748888888888889,1.1724999999999999,36,42,0,0,7,4,42,Boa
Rio Branco do Sul,2023-11-27,43.235,59.9,0,0.06520833333333334,6.618453282828283,0.961104797979798,60,57,0,1,5,6,60,Moderada
Rio Branco do Sul,2023-11-28,62.432500000000005,59.8875,0,0.37885416666666666,9.242569444444445,1.6831597222222223,84,57,0,4,9,9,84,Moderada
Rio Branco do Sul,2023-11-29,78.26416666666667,69.80083333333333,0.26687500000000003,0.3857291666666667,23.257395833333334,2.869340277777778,102,68,0,4,16,22,102,Ruim para grupos sensíveis
Rio Branco do Sul,2023-11-30,117.34333333333333,87.23333333333333,0.006354166666666667,0.228125,22.368020833333333,3.0308912037037037,120,86,0,3,17,21,120,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-01,90.68333333333334,67.65583333333333,0.333771645021645,0.20378472222222221,46.942343100665525,4.823159855431536,108,66,0,2,27,43,108,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-02,117.41333333333334,72.61833333333334,1.1285416666666666,0.28760416666666666,25.337453703703705,3.4653240740740743,120,71,1,3,19,23,120,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-03,117.84545454545454,87.94090909090909,2.771770833333333,0.2946875,13.095138888888888,2.6877556818181816,120,87,3,3,15,12,120,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-04,89.52363636363637,66.57909090909091,0.193125,0.12763257575757575,12.24582702020202,1.821802398989899,107,64,0,1,10,11,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-05,89.49333333333334,75.30666666666667,0.015416666666666667,0.04416666666666667,15.078923611111112,2.4863541666666666,107,74,0,1,14,14,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-06,80.71666666666667,64.84916666666668,0.8272916666666668,0.20208333333333334,27.847291666666667,4.1386111111111115,103,63,1,2,23,26,103,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-07,43.535000000000004,56.84,0.6344791666666667,0.22666666666666668,45.935763888888886,6.249097222222223,60,54,1,3,35,43,60,Moderada
Rio Branco do Sul,2023-12-08,43.57083333333333,63.47666666666667,0.4184375,0.14197916666666666,18.673506944444444,2.313923611111111,61,61,0,2,13,17,61,Moderada
Rio Branco do Sul,2023-12-09,20.973333333333333,43.4925,0,0.0040625,8.4290625,1.6372222222222221,30,41,0,0,9,8,41,Boa
Rio Branco do Sul,2023-12-10,48.141666666666666,54.317499999999995,0,0.053125,4.853368055555555,0.8571527777777778,66,51,0,1,5,4,66,Moderada
Rio Branco do Sul,2023-12-11,40.600833333333334,54.52333333333333,0,0.0521875,13.18767361111111,1.8547222222222222,57,52,0,1,10,12,57,Moderada
Rio Branco do Sul,2023-12-12,54.415454545454544,61.057272727272725,0.21215530303030303,0.034374999999999996,19.404821338383837,2.511503787878788,74,59,0,0,14,18,74,Moderada
Rio Branco do Sul,2023-12-13,125.82900000000001,77.521,0.12184360747947703,0.11077331436416975,45.57027852635095,4.932045768129948,123,76,0,1,27,42,123,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-14,137.56666666666666,86.77111111111111,0.25833333333333336,0.27565972222222224,40.06618265993266,4.687073863636364,129,86,0,3,26,37,129,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-15,98.21181818181817,74.89090909090909,1.8806155303030303,0.34213325561116165,107.393547553226,10.729097346110484,111,73,2,4,54,77,111,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-16,88.72833333333332,71.0675,0.0796875,0.3215001387280448,34.58743192344916,4.376388585354311,107,69,0,4,24,32,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-17,66.57916666666667,58.38916666666667,0.2909375,0.27875,30.913402777777776,4.819444444444445,89,56,0,3,27,29,89,Moderada
Rio Branco do Sul,2023-12-18,64.41727272727273,58.74636363636364,0.5078125,0.24260416666666668,25.25497159090909,3.5326957070707072,87,56,0,3,20,23,87,Moderada
Rio Branco do Sul,2023-12-19,70.52333333333334,57.65833333333333,0,0.028020833333333335,28.230208333333334,3.1159375000000002,94,55,0,0,17,26,94,Moderada
Rio Branco do Sul,2023-12-20,47.04,54.07666666666667,0,0.030833333333333334,25.28767361111111,2.873784722222222,65,51,0,0,16,23,65,Moderada
Rio Branco do Sul,2023-12-21,90.40666666666667,67.9075,0.23305271046664763,0.08237259928075913,23.007389359699154,2.386264987165474,107,66,0,1,13,21,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-22,133.785,84.513,0.10197916666666668,0.16752083333333334,41.065375,3.809576388888889,127,84,0,2,21,38,127,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-23,48.42583333333333,58.435833333333335,0.0060416666666666665,0.163125,15.23625,1.9439583333333335,67,56,0,2,11,14,67,Moderada
Rio Branco do Sul,2023-12-24,93.225,68.89916666666666,1.8815625,0.18706439393939395,13.934643308080808,2.0217392676767676,109,67,2,2,11,13,109,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-25,42.895,60.4725,0.11249999999999999,0.19310606060606061,8.571701388888888,1.4269097222222222,60,58,0,2,8,8,60,Moderada
Rio Branco do Sul,2023-12-26,115.10636363636364,79.37818181818182,1.9030505952380952,0.10104166666666667,12.119113005050504,1.6837094155844157,119,78,2,1,9,11,119,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-27,32.35583333333334,48.92,0.3046983225108225,0.050186688311688314,15.458854166666667,2.646284722222222,46,46,0,1,15,14,46,Boa
Rio Branco do Sul,2023-12-28,155.48583333333332,93.315,0.07968195125272332,0.21051001082251083,46.61453271284664,5.366520510406744,137,93,0,2,30,43,137,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-29,90.36090909090909,72.05818181818182,0.7827083333333333,0.21873917748917748,90.15176609848484,9.647140151515151,107,70,1,2,52,68,107,Ruim para grupos sensíveis
Rio Branco do Sul,2023-12-30,43.024166666666666,52.23416666666667,0,0.21371212121212121,16.57888888888889,2.5405902777777776,60,49,0,2,14,15,60,Moderada
Rio Branco do Sul,2023-12-31,30.86,46.825,0,0.012395833333333333,7.615625,1.3162152777777778,44,44,0,0,7,7,44,Boa
Rio Branco do Sul,2024-01-01,51.0575,53.159166666666664,0,0.01572916666666667,8.337222222222222,1.5493402777777778,70,50,0,0,9,8,70,Moderada
Rio Branco do Sul,2024-01-02,46.36,51.95833333333333,0,0.012083333333333333,13.407361111111111,2.254097222222222,64,49,0,0,13,12,64,Moderada
Rio Branco do Sul,2024-01-03,62.32833333333333,57.11833333333333,1.9,0.033854166666666664,36.80626736111111,4.471076388888889,84,54,2,0,25,34,84,Moderada
Rio Branco do Sul,2024-01-04,43.5625,54.255,0,0.012395833333333333,19.02315972222222,2.2156944444444444,61,51,0,0,12,18,61,Moderada
Rio Branco do Sul,2024-01-05,90.22333333333333,71.71416666666667,0.79,0.029763257575757575,26.866660353535355,2.9336742424242424,107,70,1,0,16,25,107,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-06,99.8790909090909,63.97272727272727,0.05479166666666666,0.02428030303030303,10.204128787878789,1.2387657828282828,112,62,0,0,7,9,112,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-07,104.02727272727273,74.20416666666667,0.7268844696969697,0.1899242424242424,16.174895833333334,1.9422506313131314,114,73,1,2,11,15,114,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-08,135.48545454545456,88.00181818181818,3.0297916666666667,0.24779498717008797,43.82583590634649,4.01353459043197,128,87,3,3,22,41,128,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-09,146.03,94.25375,3.148090277777778,0.250732487170088,27.910564814814816,3.3544351851851855,132,94,3,3,19,26,132,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-10,138.42,90.113,5.993125,0.19339583333333332,40.2753125,4.350423611111111,129,89,6,2,24,37,129,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-11,96.25090909090909,76.11181818181818,0.41820833333333335,0.19547916666666668,23.719891657176657,2.8513340506187723,110,75,0,2,16,22,110,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-12,55.22666666666667,60.692499999999995,0.007395833333333333,0.12975378787878789,15.494340277777777,2.0100694444444445,75,58,0,1,11,14,75,Moderada
Rio Branco do Sul,2024-01-13,29.299166666666668,47.88583333333334,0,0.0043749999999999995,10.190744949494949,2.025227272727273,42,45,0,0,11,9,45,Boa
Rio Branco do Sul,2024-01-14,145.68818181818182,87.02090909090909,0.22196969696969696,0.22830492424242424,12.246029040404041,1.6395959595959597,132,86,0,3,9,11,132,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-15,109.7090909090909,86.05454545454545,0.13144886363636363,0.23955492424242425,22.716575126262626,3.7483554292929293,116,85,0,3,21,21,116,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-16,124.39,86.79083333333334,0.04489583333333333,0.30843750000000003,74.16319886363637,9.053469696969698,123,86,0,4,50,60,123,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-17,128.24083333333334,97.76166666666667,0.15349895394089536,0.31875,52.22564515664911,6.67795350990053,124,98,0,4,37,48,124,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-18,90.12916666666666,72.4625,0,0.29010416666666666,32.03811805555556,3.898152777777778,107,71,0,3,22,30,107,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-19,84.71636363636364,74.62181818181818,0,0.31232007575757575,19.22529356060606,2.3722506313131313,105,73,0,4,13,18,105,Ruim para grupos sensíveis
Rio Branco do Sul,2024-01-20,54.627272727272725,59.2625,0.0053125,0.27927083333333336,19.570988005050506,2.6006060606060606,74,57,0,3,14,18,74,Moderada
Rio Branco do Sul,2024-01-21,51.68416666666667,55.9425,0.2796875,0.11624999999999999,6.641631944444445,1.0930902777777778,71,53,0,1,6,6,71,Moderada
Rio Branco do Sul,2024-01-22,38.81916666666667,53.2675,0,0.005833333333333333,12.51,1.8222569444444445,55,50,0,0,10,12,55,Moderada
Rio Branco do Sul,2024-01-23,34.4025,51.568333333333335,0,0.016458333333333332,15.871041666666667,2.1497916666666668,49,49,0,0,12,15,49,Boa
Rio Branco do Sul,2024-01-24,25.671666666666667,49.41916666666667,0,0.0046875,10.198854166666667,1.5282986111111112,37,47,0,0,8,9,47,Boa
