Cidade,sample_day,SO2,NO2,O3,CO,PM10,PM2.5,AQI_SO2,AQI_NO2,AQI_O3,AQI_CO,AQI_PM25,AQI_PM10,AQI,AQI_Qualidade
Almirante Tamandaré,2024-01-23,31.766666666666666,24.749166666666667,13.103125,0.012395833333333333,3.914340277777778,1.2617708333333333,45,23,12,0,7,4,45,Boa
Almirante Tamandaré,2024-01-24,16.758333333333333,20.615000000000002,13.482083333333334,0.01748397435897436,3.116426282051282,1.0909802350427351,24,19,12,0,6,3,24,Boa
Almirante Tamandaré,2024-01-25,46.3825,32.8625,10.516145833333333,0.026458333333333334,4.892465277777778,1.7359722222222222,64,31,10,0,10,5,64,Moderada
Almirante Tamandaré,2024-01-26,71.7325,40.17666666666667,11.818125,0.024791666666666667,6.857395833333333,2.240798611111111,96,38,11,0,12,6,96,Moderada
Almirante Tamandaré,2024-01-27,61.48833333333334,34.1875,12.555104166666666,0.0346875,4.924965277777778,1.3489930555555556,83,32,12,0,7,5,83,Moderada
Almirante Tamandaré,2024-01-28,70.20916666666668,38.8525,13.507916666666667,0.16291666666666668,7.842048611111111,1.8437847222222221,94,37,13,2,10,7,94,Moderada
Almirante Tamandaré,2024-01-29,103.56583333333333,52.70666666666666,15.332916666666666,0.20552083333333335,16.73967361111111,3.2796666666666665,113,50,14,2,18,15,113,Ruim para grupos sensíveis
Almirante Tamandaré,2024-01-30,139.02714285714285,57.67857142857143,16.706592261904763,0.2379315476190476,20.973409391534393,4.157309854497354,129,55,15,3,23,19,129,Ruim para grupos sensíveis
Almirante Tamandaré,2024-01-31,127.11636363636363,55.303636363636365,16.01234375,0.22657738095238095,12.549244002525253,2.774482323232323,124,52,15,3,15,12,124,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-01,68.49083333333333,38.420833333333334,17.99625,0.11875,17.396840277777777,3.221736111111111,92,36,17,1,18,16,92,Moderada
Almirante Tamandaré,2024-02-02,87.37916666666666,39.821666666666665,13.279895833333333,0.03958333333333333,7.936388888888889,1.456875,106,38,12,0,8,7,106,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-03,89.40083333333334,40.846666666666664,16.492916666666666,0.1790625,10.420729166666666,2.4145833333333333,107,39,15,2,13,10,107,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-04,91.26416666666667,45.70166666666667,18.879375,0.2789583333333333,14.237604166666667,3.549513888888889,108,43,17,3,20,13,108,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-05,89.66833333333334,47.0625,31.8334375,0.3230208333333333,20.8875,5.0602430555555555,107,44,29,4,28,19,107,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-06,142.945,53.38,27.09314393939394,0.1540625,20.652992424242424,4.154886363636364,131,50,25,2,23,19,131,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-07,78.19666666666667,37.689166666666665,21.902102272727273,0.2596030692001031,20.141762025784164,4.443237533778212,102,36,20,3,25,19,102,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-08,120.78666666666666,54.63916666666667,15.817422348484849,0.2642905692001031,13.918237373737373,3.6181079545454544,121,52,15,3,20,13,121,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-09,115.424,42.447,14.320875000000001,0.12140151515151515,12.44661111111111,2.6247708333333333,119,40,13,1,15,12,119,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-10,103.34583333333333,43.64,17.523125,0.07958333333333334,10.132326388888888,2.4786805555555556,113,41,16,1,14,9,113,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-11,99.42583333333333,37.69916666666667,19.4240625,0.10166666666666667,9.891354166666666,2.4687152777777777,112,36,18,1,14,9,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-12,80.895,40.81583333333334,15.0759375,0.3154166666666667,16.49892361111111,3.7551041666666665,103,39,14,4,21,15,103,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-13,60.9625,32.51083333333333,12.640040337430962,0.3359375,19.826225565791972,3.7745362409503036,82,31,12,4,21,18,82,Moderada
Almirante Tamandaré,2024-02-14,16.84916666666667,16.286666666666665,10.167067307692308,0.21791666666666668,16.712526223776223,3.374065899378399,24,15,9,2,19,15,24,Boa
Almirante Tamandaré,2024-02-15,16.5625,17.815,9.446041666666666,0.022604166666666668,5.119340277777778,1.3105208333333334,24,17,9,0,7,5,24,Boa
Almirante Tamandaré,2024-02-16,34.44583333333333,25.293333333333333,7.732291666666667,0.1196875,9.739895833333334,2.4830555555555556,49,24,7,1,14,9,49,Boa
Almirante Tamandaré,2024-02-17,70.58333333333333,38.424166666666665,12.433333333333334,0.07072916666666666,9.69736111111111,2.369548611111111,94,36,12,1,13,9,94,Moderada
Almirante Tamandaré,2024-02-18,43.745000000000005,30.105833333333333,11.716979166666667,0.15364583333333334,7.045625,1.7275694444444445,61,28,11,2,10,7,61,Moderada
Almirante Tamandaré,2024-02-19,68.38416666666667,37.96,12.445520833333333,0.1496875,11.844513888888889,2.4330555555555557,92,36,12,2,14,11,92,Moderada
Almirante Tamandaré,2024-02-20,32.891666666666666,25.858333333333334,11.059687499999999,0.06895833333333333,4.792361111111111,1.3278819444444445,47,24,10,1,7,4,47,Boa
Almirante Tamandaré,2024-02-21,77.7675,40.905,7.927916666666667,0.15524621212121212,5.774940025252525,1.4133901515151515,102,39,7,2,8,5,102,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-22,81.28916666666667,43.85666666666667,12.561145833333333,0.20135416666666667,10.666284722222223,2.373263888888889,103,41,12,2,13,10,103,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-23,100.88916666666667,55.1425,12.6365625,0.5640625,36.88364583333333,7.895486111111111,112,52,12,6,44,34,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-24,103.44,47.159166666666664,16.6215625,0.6150473484848485,24.52136047979798,6.032518939393939,113,44,15,7,34,23,113,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-25,46.6675,30.216666666666665,17.609166666666667,0.07739583333333333,4.9440625,1.3832291666666667,64,29,16,1,8,5,64,Moderada
Almirante Tamandaré,2024-02-26,24.22833333333333,22.041666666666668,11.722083333333334,0.05263257575757575,6.034501262626263,1.4770801767676767,35,21,11,1,8,6,35,Boa
Almirante Tamandaré,2024-02-27,68.02583333333334,42.034166666666664,14.3603125,0.2284375,16.57197916666667,3.4733680555555555,91,40,13,3,19,15,91,Moderada
Almirante Tamandaré,2024-02-28,90.78083333333333,50.18,14.273125,0.27791666666666665,20.068680555555556,3.506597222222222,108,47,13,3,19,19,108,Ruim para grupos sensíveis
Almirante Tamandaré,2024-02-29,108.46583333333334,53.480000000000004,14.4353125,0.3665625,23.211076388888888,4.363819444444444,116,50,13,4,24,21,116,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-01,100.09083333333334,45.740833333333335,22.140104166666667,0.33927083333333335,11.976631944444444,3.384375,112,43,21,4,19,11,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-02,77.35166666666667,37.5525,12.850729166666667,0.0778125,7.953159722222223,1.7322916666666666,102,35,12,1,10,7,102,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-03,129.2125,55.19416666666667,16.936666666666667,0.2953125,13.776284722222222,2.895625,125,52,16,3,16,13,125,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-04,88.6125,40.96125,17.19421875,0.2953125,18.04782986111111,3.691614583333333,107,39,16,3,21,17,107,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-05,54.50333333333333,34.28666666666667,15.796614583333334,0.09260416666666667,8.362361111111111,1.9321875,74,32,15,1,11,8,74,Moderada
Almirante Tamandaré,2024-03-06,17.640833333333333,19.026666666666667,8.983958333333334,0.09791666666666667,5.690625,0.9413541666666667,25,18,8,1,5,5,25,Boa
Almirante Tamandaré,2024-03-07,25.740000000000002,21.590833333333332,8.976291666666667,0.239625,12.512909722222222,2.3665625,37,20,8,3,13,12,37,Boa
Almirante Tamandaré,2024-03-08,23.583333333333332,21.454166666666666,9.996458333333333,0.14260416666666667,9.477916666666667,2.0238888888888886,34,20,9,2,11,9,34,Boa
Almirante Tamandaré,2024-03-09,104.389,51.172,11.844522727272727,0.288625,14.300406565656566,3.0666016414141413,114,48,11,3,17,13,114,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-10,124.52833333333334,55.87833333333333,21.37625,0.27041666666666664,14.261145833333334,3.6426041666666666,123,53,20,3,20,13,123,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-11,62.18833333333333,33.755833333333335,17.538958333333333,0.08010416666666667,9.146944444444445,1.9264930555555555,84,32,16,1,11,8,84,Moderada
Almirante Tamandaré,2024-03-12,99.8825,44.126666666666665,18.675104166666667,0.13010416666666666,13.892604166666667,3.030659722222222,112,42,17,1,17,13,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-13,130.475,60.221666666666664,13.28969696969697,0.22440340909090908,23.497973484848483,4.447032828282828,125,58,12,3,25,22,125,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-14,143.05875,68.795,14.683958333333333,0.43276041666666665,40.95790246212121,7.543748421717171,131,67,14,5,42,38,131,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-15,135.10545454545453,62.098181818181814,18.560416666666665,0.5226931818181818,70.4159990079365,13.905820526695527,128,60,17,6,60,59,128,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-16,51.9575,31.9925,19.925104166666667,0.5770681818181819,49.8078125,11.109444444444444,71,30,18,7,55,46,71,Moderada
Almirante Tamandaré,2024-03-17,67.57583333333334,35.111666666666665,13.8028125,0.5863446969696969,21.296006944444443,5.210909090909091,91,33,13,7,29,20,91,Moderada
Almirante Tamandaré,2024-03-18,80.15583333333333,46.27916666666667,16.653541666666666,0.23552083333333335,13.787673611111112,3.265486111111111,103,44,15,3,18,13,103,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-19,98.79363636363637,48.984545454545454,13.813257575757575,0.21833333333333335,26.175116792929295,6.234378156565657,111,46,13,2,35,24,111,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-20,123.93166666666667,61.086666666666666,18.993229166666666,0.36291666666666667,49.27704861111111,10.117569444444445,123,59,18,4,53,46,123,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-21,119.614,56.021,18.470604166666668,0.3802083333333333,20.9955625,4.638201388888889,121,53,17,4,26,19,121,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-22,12.174166666666666,17.928333333333335,17.4790625,0.11333333333333333,4.136284722222222,1.0932291666666667,17,17,16,1,6,4,17,Boa
Almirante Tamandaré,2024-03-23,19.22833333333333,19.871666666666666,13.806041666666667,0.011354166666666667,4.551527777777777,1.473090277777778,27,19,13,0,8,4,27,Boa
Almirante Tamandaré,2024-03-24,21.59166666666667,21.561666666666667,10.730208333333334,0.007395833333333333,4.121388888888889,1.3019791666666667,31,20,10,0,7,4,31,Boa
Almirante Tamandaré,2024-03-25,64.875,42.2325,16.4628125,0.27260416666666665,18.690041666666666,3.9390347222222224,87,40,15,3,22,17,87,Moderada
Almirante Tamandaré,2024-03-26,36.25833333333333,26.4675,14.589791666666667,0.18541666666666665,10.886527777777777,2.070173611111111,51,25,14,2,12,10,51,Moderada
Almirante Tamandaré,2024-03-27,53.99583333333334,31.483333333333334,12.983229166666668,0.09180871212121212,18.814599116161617,3.2890530303030303,74,30,12,1,18,17,74,Moderada
Almirante Tamandaré,2024-03-28,104.17666666666666,48.05416666666667,16.998645833333335,0.16802083333333334,32.215833333333336,5.438159722222222,114,45,16,2,30,30,114,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-29,111.985,46.77,13.492708333333333,0.11989583333333334,19.017152777777778,4.945972222222222,117,44,12,1,27,18,117,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-30,127.24555555555555,56.662222222222226,14.623819444444445,0.2869097222222222,19.454675925925926,3.5069444444444446,124,54,14,3,19,18,124,Ruim para grupos sensíveis
Almirante Tamandaré,2024-03-31,116.55083333333333,48.56916666666667,18.852708333333332,0.31680555555555556,26.264305555555556,5.088506944444444,119,46,17,4,28,24,119,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-01,70.10916666666667,36.92166666666667,12.0315625,0.32010416666666663,32.287395833333335,6.677013888888889,94,35,11,4,37,30,94,Moderada
Almirante Tamandaré,2024-04-02,77.195,43.3175,17.6259375,0.32354166666666667,37.91080808080808,6.736493055555555,102,41,16,4,37,35,102,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-03,117.09333333333333,54.44083333333333,20.203229166666667,0.21010416666666668,18.590625,4.1461805555555555,119,51,19,2,23,17,119,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-04,128.82833333333332,59.053333333333335,17.39875,0.40387500000000004,34.60351388888889,6.569951388888889,125,56,16,5,36,32,125,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-05,98.53333333333333,46.0225,21.483645833333334,0.4262708333333334,38.50190972222222,7.982847222222222,111,43,20,5,44,36,111,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-06,30.409166666666668,23.535,15.886979166666666,0.13104166666666667,7.403741987179487,1.794065170940171,43,22,15,1,10,7,43,Boa
Almirante Tamandaré,2024-04-07,11.52,17.243333333333332,10.890520833333333,0.06572916666666667,7.058333333333334,2.038333333333333,16,16,10,1,11,7,16,Boa
Almirante Tamandaré,2024-04-08,38.00666666666667,26.799090909090907,6.9132291666666665,0.27947916666666667,11.647411616161616,3.5312026515151516,54,25,6,3,20,11,54,Moderada
Almirante Tamandaré,2024-04-09,88.45083333333334,53.259166666666665,14.454583333333334,0.28739583333333335,26.756909722222222,5.114513888888889,107,50,13,3,28,25,107,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-10,122.805,62.20333333333333,17.282708333333336,0.2834375,33.740763888888885,6.809930555555556,122,60,16,3,38,31,122,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-11,46.7075,30.5,19.3090625,0.20645833333333333,10.071092171717172,2.1003093434343434,64,29,18,2,12,9,64,Moderada
Almirante Tamandaré,2024-04-12,51.18416666666667,31.064166666666665,14.65225,0.2337171717171717,8.83446651034151,1.7990783128908128,70,29,14,3,10,8,70,Moderada
Almirante Tamandaré,2024-04-13,38.2425,27.0675,14.431458333333333,0.23215467171717172,9.657673611111111,2.4276388888888887,54,26,13,3,13,9,54,Moderada
Almirante Tamandaré,2024-04-14,6.856666666666667,17.966666666666665,10.883333333333333,0.14697916666666666,6.233159722222222,2.08982905982906,10,17,10,2,12,6,17,Boa
Almirante Tamandaré,2024-04-15,32.347500000000004,26.31833333333333,9.925833333333333,0.23375,6.483888888888889,1.6423263888888888,46,25,9,3,9,6,46,Boa
Almirante Tamandaré,2024-04-16,72.7025,43.410000000000004,9.863645833333333,0.23322916666666665,16.916180555555556,4.400347222222222,97,41,9,3,24,16,97,Moderada
Almirante Tamandaré,2024-04-17,144.02857142857144,61.64714285714286,6.411145833333333,0.5486458333333333,27.232867063492062,4.530694444444444,132,59,6,6,25,25,132,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-18,137.6125,66.35375,18.917916666666667,0.5416666666666666,21.59765625,3.9555381944444443,129,64,18,6,22,20,129,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-19,104.72,48.14666666666667,15.776221590909092,0.21150568181818183,33.524359217171714,5.869226641414142,114,45,15,2,33,31,114,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-20,100.61833333333334,49.85333333333333,10.243541666666667,0.21229166666666668,21.720972222222223,4.725833333333333,112,47,9,2,26,20,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-21,135.3575,61.30166666666667,12.6134375,0.24958333333333332,15.010069444444444,3.3996180555555555,128,59,12,3,19,14,128,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-22,145.15083333333334,61.995000000000005,10.6821875,0.37607386363636364,44.21915404040404,8.602474116161616,132,60,10,4,48,41,132,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-23,41.55833333333333,28.719166666666666,16.551770833333332,0.4281155303030303,50.765538194444446,9.929845328282829,58,27,15,5,53,47,58,Moderada
Almirante Tamandaré,2024-04-24,57.31916666666667,37.54416666666667,14.051354166666666,0.28604166666666664,48.29520202020202,7.50794191919192,78,35,13,3,42,45,78,Moderada
Almirante Tamandaré,2024-04-25,11.954166666666666,17.1475,13.9,0.22114583333333332,6.018298611111112,1.0018402777777777,17,16,13,3,6,6,17,Boa
Almirante Tamandaré,2024-04-26,67.13333333333334,36.44166666666666,10.621354166666666,0.17802083333333332,14.99829861111111,3.6813194444444446,90,34,10,2,20,14,90,Moderada
Almirante Tamandaré,2024-04-27,89.52416666666667,45.03333333333333,22.043125,0.25833333333333336,28.96097222222222,6.943159722222222,107,42,20,3,39,27,107,Ruim para grupos sensíveis
Almirante Tamandaré,2024-04-28,59.01,34.4475,17.521145833333332,0.2478125,12.981493055555555,3.3130208333333333,80,32,16,3,18,12,80,Moderada
Almirante Tamandaré,2024-04-29,68.07666666666667,39.8275,6.920520833333334,0.4165625,30.49395833333333,6.459444444444444,91,38,6,5,36,28,91,Moderada
Almirante Tamandaré,2024-04-30,97.3475,47.5,16.089479166666667,0.5629861111111111,64.36634259259259,13.670752314814814,111,45,15,6,60,56,111,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-01,108.66333333333333,48.891666666666666,14.7796875,0.6137152777777778,45.42534722222222,9.866736111111111,116,46,14,7,52,42,116,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-02,60.81166666666667,35.24,11.030056818181817,0.4184375,28.803447601010102,5.203326388888889,82,33,10,5,29,27,82,Moderada
Almirante Tamandaré,2024-05-03,109.54583333333333,47.165,12.819166666666666,0.2714375,20.118993055555556,4.298090277777778,116,44,12,3,24,19,116,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-04,93.79583333333333,43.63666666666667,15.353854166666668,0.5571875,28.81045138888889,6.708194444444445,109,41,14,6,37,27,109,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-05,117.15,55.60166666666667,18.6440625,0.5883333333333334,35.05493055555556,7.217604166666667,119,53,17,7,40,32,119,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-06,117.41833333333334,55.80166666666667,15.911979166666667,0.488,57.51986111111111,10.975833333333334,120,53,15,6,54,52,120,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-07,99.55166666666666,49.07833333333333,15.970104166666667,0.5908333333333333,66.69624262453169,14.131531570090164,112,46,15,7,60,57,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-08,50.9525,31.991666666666667,12.945208333333333,0.614375,50.19080853174603,10.38966765873016,70,30,12,7,53,46,70,Moderada
Almirante Tamandaré,2024-05-09,87.51166666666667,39.384166666666665,11.722708333333333,0.3260416666666667,27.32205989949027,5.32746579418748,106,37,11,4,30,25,106,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-10,82.522,42.45666666666666,9.739375,0.4654471735656455,25.973085246387154,5.491726548281064,104,40,9,5,31,24,104,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-11,100.68818181818182,49.31,17.95,0.6521685606060605,60.27273358585858,14.714789562289562,112,47,17,7,61,54,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-12,61.83833333333334,33.3375,16.870416666666667,0.6851893939393939,30.206770833333334,7.641423611111111,83,31,16,8,42,28,83,Moderada
Almirante Tamandaré,2024-05-13,35.38583333333333,28.943333333333335,15.612291666666666,0.26489583333333333,21.92423611111111,3.757083333333333,51,27,14,3,21,20,51,Moderada
Almirante Tamandaré,2024-05-14,14.231666666666667,16.973333333333333,8.311458333333333,0.23322916666666668,8.205833333333333,1.4878472222222223,20,16,8,3,8,8,20,Boa
Almirante Tamandaré,2024-05-15,30.4075,23.309166666666666,8.116875,0.17048295454545453,12.536631944444444,2.701477272727273,43,22,8,2,15,12,43,Boa
Almirante Tamandaré,2024-05-16,50.38363636363636,35.18363636363636,5.241145833333333,0.26300189393939394,31.061496212121213,7.504498106060606,69,33,5,3,42,29,69,Moderada
Almirante Tamandaré,2024-05-17,47.16916666666667,32.924285714285716,15.95125,0.40517180735930736,38.47057765151515,7.750420274170274,65,31,15,5,43,36,65,Moderada
Almirante Tamandaré,2024-05-18,38.3525,26.865000000000002,3.5975852272727273,0.43860930735930737,20.248506944444443,6.022569444444445,54,25,3,5,33,19,54,Moderada
Almirante Tamandaré,2024-05-19,16.671666666666667,19.0475,11.166770833333333,0.10708333333333334,4.470381944444444,1.3371875,24,18,10,1,7,4,24,Boa
Almirante Tamandaré,2024-05-20,102.27916666666667,51.954166666666666,7.746458333333333,0.17406249999999998,11.227708333333334,2.2655902777777777,113,49,7,2,13,10,113,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-21,91.78454545454545,42.785000000000004,5.081354166666666,0.5345643939393939,27.906407828282827,5.987667297979798,108,40,5,6,33,26,108,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-22,82.6509090909091,49.009166666666665,14.955776515151516,0.6808977272727273,44.15282258597883,12.0766158008658,104,46,14,8,57,41,104,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-23,60.39833333333333,42.469166666666666,16.141041666666666,0.7118352272727273,40.699248737373736,12.273399621212121,82,40,15,8,57,38,82,Moderada
Almirante Tamandaré,2024-05-24,33.395,29.584545454545456,11.777916666666666,0.22770833333333335,13.618292297979798,3.839861111111111,48,28,11,3,21,13,48,Boa
Almirante Tamandaré,2024-05-25,53.8925,33.424166666666665,10.0975,0.12083333333333333,8.692777777777778,1.6359722222222222,73,32,9,1,9,8,73,Moderada
Almirante Tamandaré,2024-05-26,2.63,15.151666666666667,13.003229166666667,0.006145833333333334,1.1402083333333333,0.33371527777777776,4,14,12,0,2,1,14,Boa
Almirante Tamandaré,2024-05-27,32.16916666666667,23.330833333333334,11.7725,0.24613636363636365,7.49395202020202,2.185779671717172,46,22,11,3,12,7,46,Boa
Almirante Tamandaré,2024-05-28,57.6425,37.68666666666667,9.532604166666667,0.10739583333333334,4.868854166666667,0.7728472222222222,78,36,9,1,4,5,78,Moderada
Almirante Tamandaré,2024-05-29,137.06545454545454,58.51166666666667,10.593361742424243,0.5105871212121212,33.098301767676766,5.544131944444445,128,56,10,6,31,31,128,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-30,78.9175,39.82416666666666,9.1465625,0.5458996212121212,38.06190827922078,11.123890692640693,102,38,8,6,55,35,102,Ruim para grupos sensíveis
Almirante Tamandaré,2024-05-31,81.68166666666667,41.278333333333336,9.629166666666666,0.288125,12.819965277777778,3.258576388888889,104,39,9,3,18,12,104,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-01,81.315,40.689166666666665,10.326458333333333,0.6258333333333334,28.25916666666667,5.663298611111111,103,38,10,7,31,26,103,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-02,99.6025,48.880833333333335,11.1315625,0.6715625,33.071041666666666,11.306061507936509,112,46,10,8,55,31,112,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-03,118.91916666666667,49.742,11.4316875,0.48010416666666667,39.05452777777778,8.064277777777779,120,47,11,5,45,36,120,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-04,9.74,16.9175,10.838958333333334,0.266875,6.685833333333333,1.091875,14,16,10,3,6,6,16,Boa
Almirante Tamandaré,2024-06-05,79.83583333333334,40.96333333333333,8.923125,0.51,40.65923611111111,7.075173611111111,103,39,8,6,39,38,103,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-06,128.27333333333334,53.593636363636364,7.117547348484849,0.5057291666666667,74.84900294612794,11.755968223905723,124,51,7,6,56,61,124,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-07,120.416,49.254,8.228970238095238,0.49126488095238097,93.53751988636364,13.623010597041848,121,46,8,6,59,70,121,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-08,109.43272727272728,52.554545454545455,13.359933712121212,0.5095982142857143,71.55738645382395,11.01301902958153,116,50,12,6,55,59,116,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-09,65.535,43.49166666666667,17.723020833333333,0.4222916666666667,35.137395833333336,7.049201388888889,88,41,16,5,39,33,88,Moderada
Almirante Tamandaré,2024-06-10,77.09857142857143,44.215714285714284,13.202604166666667,0.3210465215810555,40.34419066222061,6.786843839318111,101,42,12,4,38,37,101,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-11,138.47571428571428,58.5975,9.164955357142857,0.6559821428571428,78.26462053571429,13.058692956349207,129,56,8,7,58,63,129,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-12,127.86333333333333,53.475833333333334,14.318958333333333,0.6919196428571429,74.79804761904762,13.292212301587302,124,50,13,8,59,61,124,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-13,82.39583333333333,52.97,15.250922436367697,0.45223958333333336,63.3117277758845,10.410426062059635,104,50,14,5,53,55,104,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-14,108.41,49.86666666666667,16.853598484848483,0.38149094150272156,36.778544475628266,6.818687608521795,116,47,16,4,38,34,116,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-15,108.241,48.272,11.852604166666666,0.5644883754310661,68.84157268228084,13.32819381308036,115,46,11,6,59,58,115,Ruim para grupos sensíveis
Almirante Tamandaré,2024-06-16,70.81555555555555,42.16166666666667,15.831145833333334,0.6539675420977328,52.4670664983165,10.622876683501683,95,40,15,7,54,49,95,Moderada
Almirante Tamandaré,2024-06-17,25.882857142857144,27.497142857142858,8.821428571428571,0.684876893939394,30.893229166666664,5.114947916666667,37,26,8,8,28,29,37,Boa
Rio Branco do Sul,2023-08-03,39.6125,42.645165217671924,NA,NA,98.93256470616711,16.15687474370973,56,40,NA,NA,64,73,73,Moderada
Rio Branco do Sul,2023-08-04,102.43900000000001,75.1725,9.014645833333333,0.6172291666666667,78.47694517493446,9.919184105734045,113,74,8,7,53,63,113,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-05,82.43333333333334,66.69444444444444,0.34697916666666667,0.49144570707070706,69.7164848760026,10.725892821528305,104,65,0,6,54,58,104,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-06,94.239,67.89416666666666,6.8430625,0.6104375,40.80118434343434,7.208962752525252,109,66,6,7,40,38,109,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-07,81.16222222222223,64.81111111111112,9.258668037576411,0.5243888888888889,46.1421229633852,8.882986956899478,103,63,9,6,49,43,103,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-08,75.5188888888889,59.784444444444446,4.3152083333333335,0.39426136363636366,32.277800925925924,4.206724537037037,101,57,4,4,23,30,101,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-09,77.495,79.04375,0.004278154952076677,0.07767206677108834,14.902315926897916,1.8064941596283848,102,78,0,1,10,14,102,Ruim para grupos sensíveis
Rio Branco do Sul,2023-08-10,42.43416666666667,52.22833333333333,0.004278154952076677,0.14614583333333334,5.990694444444444,1.266701388888889,59,49,0,2,7,6,59,Moderada
Rio Branco do Sul,2023-08-11,51.92909090909091,51.12224769072302,0.0029399473999495544,0.41161363636363635,57.08733006022624,6.829413832148454,71,48,0,5,38,52,71,Moderada
Rio Branco do Sul,2023-08-12,49.8775,54.56166666666667,0.026481614066616223,0.519893308080808,50.46889929052429,7.695497655122655,68,52,0,6,43,47,68,Moderada
Rio Branco do Sul,2023-08-13,48.226,47.67583333333333,0,0.5784109848484849,17.0418226010101,2.3795404040404042,66,45,0,7,13,16,66,Moderada
Rio Branco do Sul,2023-08-14,25.900833333333335,42.428333333333335,0,0.036041666666666666,8.27888888888889,0.9154513888888889,37,40,0,0,5,8,40,Boa
